15,23.5
15,24.5
15,25.5
16,1
16,2
16,3
16,4
16,5
16,6
16,7
16,8
16,9
16,10
16,11
16,12
16,13
16,14
16,15
16,16
16,17
16,18
16,19
16,20
16,21
16,22
16,23
16,24
16,25
17,1.5
17,2.5
17,3.5
17,4.5
17,5.5
17,6.5
17,7.5
17,8.5
17,9.5
17,10.5
17,11.5
17,12.5
17,13.5
17,14.5
17,15.5
17,16.5
17,17.5
17,18.5
17,19.5
17,20.5
17,21.5
17,22.5
17,23.5
17,24.5
17,25.5
18,1
18,2
18,3
18,4
18,5
18,6
18,7
18,8
18,9
18,10
18,11
18,12
18,13
18,14
18,15
18,16
18,17
18,18
18,19
18,20
18,21
18,22
18,23
18,24
18,25
19,1.5
19,2.5
19,3.5
19,4.5
19,5.5
19,6.5
19,7.5
19,8.5
19,9.5
19,10.5
19,11.5
19,12.5
19,13.5
19,14.5
19,15.5
19,16.5
19,17.5
19,18.5
19,19.5
19,20.5
19,21.5
19,22.5
19,23.5
19,24.5
19,25.5
20,1
20,2
20,3
20,4
20,5
20,6
20,7
20,8
20,9
20,10
20,11
20,12
20,13
20,14
20,15
20,16
20,17
20,18
20,19
20,20
20,21
20,22
20,23
20,24
20,25
21,1.5
21,2.5
21,3.5
21,4.5
21,5.5
21,6.5
21,7.5
21,8.5
21,9.5
21,10.5
21,11.5
21,12.5
21,13.5
21,14.5
21,15.5
21,16.5
21,17.5
21,18.5
21,19.5
21,20.5
21,21.5
21,22.5
21,23.5
21,24.5
21,25.5
22,1
22,2
22,3
22,4
22,5
22,6
22,7
22,8
22,9
22,10
22,11
22,12
22,13
22,14
22,15
22,16
22,17
22,18
22,19
22,20
22,21
22,22
22,23
22,24
22,25
23,1.5
23,2.5
23,3.5
23,4.5
23,5.5
23,6.5
23,7.5
23,8.5
23,9.5
23,10.5
23,11.5
23,12.5
23,13.5
23,14.5
23,15.5
23,16.5
23,17.5
23,18.5
23,19.5
23,20.5
23,21.5
23,22.5
23,23.5
23,24.5
23,25.5
24,1
24,2
24,3
24,4
24,5
24,6
24,7
24,8
24,9
24,10
24,11
24,12
24,13
24,14
24,15
24,16
24,17
24,18
24,19
24,20
24,21
24,22
24,23
24,24
24,25
25,1.5
25,2.5
25,3.5
25,4.5
25,5.5
25,6.5
25,7.5
25,8.5
25,9.5
25,10.5
25,11.5
25,12.5
25,13.5
25,14.5
25,15.5
25,16.5
25,17.5
25,18.5
25,19.5
25,20.5
25,21.5
25,22.5
25,23.5
25,24.5
25,25.5
